,event,rank,para_class,date,name,age,country,age_at_event
33158,UIAA Climbing Worldcup (L) - Marbella (ESP) 2006,5,MEN,2006-09-17,Tomás MRÁZEK,41,CZE,24
33159,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2006,3,MEN,2006-09-03,Tomás MRÁZEK,41,CZE,24
33160,UIAA Climbing Worldcup (L+S) - Kuala Lumpur (MAS) 2006,6,MEN,2006-08-13,Tomás MRÁZEK,41,CZE,24
33161,UIAA Climbing Worldcup (L+S) - Singapore (SIN) 2006,10,MEN,2006-08-06,Tomás MRÁZEK,41,CZE,24
33162,UIAA Climbing Worldcup (L) - Qinghai Province (CHN) 2006,3,MEN,2006-07-30,Tomás MRÁZEK,41,CZE,24
33163,Int. Event (L) - Serre Chevalier (FRA) 2006,2,MEN,2006-07-22,Tomás MRÁZEK,41,CZE,24
33164,UIAA Climbing Worldcup (L+S) - Chamonix (FRA) 2006,5,MEN,2006-07-13,Tomás MRÁZEK,41,CZE,24
33165,UIAA European Championship - Ekatarinburg (RUS) 2006,10,MEN,2006-07-03,Tomás MRÁZEK,41,CZE,24
33166,UIAA Climbing Worldcup (L+S) - Dresden (GER) 2006,4,MEN,2006-05-20,Tomás MRÁZEK,41,CZE,24
33167,UIAA Climbing Worldcup (L) - Puurs (BEL) 2006,3,MEN,2006-04-29,Tomás MRÁZEK,41,CZE,24
33168,UIAA Worldcup (L) - Kranj (SLO) 2005,4,MEN,2005-11-19,Tomás MRÁZEK,41,CZE,23
33169,UIAA Worldcup (L) - Valence (FRA) 2005,8,MEN,2005-10-29,Tomás MRÁZEK,41,CZE,23
33170,UIAA Worldcup (L+S) - Shanghai (CHN) 2005,4,MEN,2005-10-22,Tomás MRÁZEK,41,CZE,23
33171,UIAA Worldcup (L) - Marbella (ESP) 2005,5,MEN,2005-09-17,Tomás MRÁZEK,41,CZE,23
33172,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2005,3,MEN,2005-09-03,Tomás MRÁZEK,41,CZE,23
33173,Int. Event (L) - Serre Chevalier (FRA) 2005,11,MEN,2005-07-30,Tomás MRÁZEK,41,CZE,23
33174,International World Games (L+S) - Duisburg (GER) 2005,2,MEN,2005-07-23,Tomás MRÁZEK,41,CZE,23
33175,UIAA World Championship - Munich (GER) 2005,1,MEN,2005-07-05,Tomás MRÁZEK,41,CZE,23
33176,UIAA Worldcup (L) - Imst (AUT) 2005,8,MEN,2005-05-27,Tomás MRÁZEK,41,CZE,23
33177,UIAA Worldcup (L) - Puurs (BEL) 2005,8,MEN,2005-04-29,Tomás MRÁZEK,41,CZE,23
33178,UIAA Worldcup (L+S) - Veliko Tarnovo (BUL) 2005,9,MEN,2005-04-25,Tomás MRÁZEK,41,CZE,23
33179,UIAA Worldcup - Kranj (SLO) 2004,1,MEN,2004-11-20,Tomás MRÁZEK,41,CZE,22
33180,UIAA Worldcup - Brno (CZE) 2004,2,MEN,2004-11-12,Tomás MRÁZEK,41,CZE,22
33181,UIAA Worldcup - Brno (CZE) 2004,2,MEN,2004-11-12,Tomás MRÁZEK,41,CZE,22
33182,UIAA Worldcup - Valence (FRA) 2004,3,MEN,2004-10-29,Tomás MRÁZEK,41,CZE,22
33183,UIAA Worldcup - Aprica (ITA) 2004,2,MEN,2004-10-22,Tomás MRÁZEK,41,CZE,22
33184,UIAA Worldcup - Shanghai (CHN) 2004,1,MEN,2004-10-02,Tomás MRÁZEK,41,CZE,22
33185,UIAA Worldcup - Marbella (ESP) 2004,1,MEN,2004-09-18,Tomás MRÁZEK,41,CZE,22
33186,Int. Event - Rockmaster Arco (ITA) 2004,2,MEN,2004-09-04,Tomás MRÁZEK,41,CZE,22
33187,UIAA Worldcup - Chamonix (FRA) 2004,2,MEN,2004-07-12,Tomás MRÁZEK,41,CZE,22
33188,UIAA European Championship - Lecco (ITA) 2004,7,MEN,2004-06-27,Tomás MRÁZEK,41,CZE,22
33189,UIAA Worldcup - Imst (AUT) 2004,2,MEN,2004-05-29,Tomás MRÁZEK,41,CZE,22
33190,UIAA Worldcup - Puurs (BEL) 2004,1,MEN,2004-04-25,Tomás MRÁZEK,41,CZE,22
33191,UIAA Worldcup - Edinburgh (GBR) 2003,25,MEN,2003-12-07,Tomás MRÁZEK,41,CZE,21
33192,UIAA Worldcup - Shenzen (CHN) 2003,2,MEN,2003-11-23,Tomás MRÁZEK,41,CZE,21
33193,UIAA Worldcup - Prague (CZE) 2003,6,MEN,2003-10-11,Tomás MRÁZEK,41,CZE,21
33194,UIAA Worldcup - Aprica (ITA) 2003,25,MEN,2003-10-03,Tomás MRÁZEK,41,CZE,21
33195,Int. Event - Arco Rockmaster (ITA) 2003,2,MEN,2003-09-27,Tomás MRÁZEK,41,CZE,21
33196,UIAA Worldcup - Aviles (ESP) 2003,6,MEN,2003-08-22,Tomás MRÁZEK,41,CZE,21
33197,Int. Event - Serre Chevalier (FRA) 2003,1,MEN,2003-07-18,Tomás MRÁZEK,41,CZE,21
33198,UIAA Worldchampionship - Chamonix (FRA) 2003,1,MEN,2003-07-13,Tomás MRÁZEK,41,CZE,21
33199,UIAA Worldcup - Lecco (ITA) 2003 (difficulty),7,MEN,2003-06-28,Tomás MRÁZEK,41,CZE,21
33200,UIAA Worldcup - Yekaterinburg (RUS) 2003 (D+S),2,MEN,2003-06-08,Tomás MRÁZEK,41,CZE,21
33201,UIAA Worldcup - Imst (AUT) 2003,26,MEN,2003-05-23,Tomás MRÁZEK,41,CZE,21
33202,UIAA Worldcup - Kranj (SLO) 2002,9,MEN,2002-11-17,Tomás MRÁZEK,41,CZE,20
33203,UIAA Worldcup - Aprica (ITA) 2002,2,MEN,2002-10-18,Tomás MRÁZEK,41,CZE,20
33204,Int. Event - Arco Rockmaster (ITA) 2002,2,MEN,2002-09-07,Tomás MRÁZEK,41,CZE,20
33205,UIAA Worldcup - Singapore (SIN) 2002,5,MEN,2002-08-25,Tomás MRÁZEK,41,CZE,20
33206,Int. Event - Serre Chevalier (FRA) 2002,3,MEN,2002-07-19,Tomás MRÁZEK,41,CZE,20
33207,UIAA European Championship - Chamonix (FRA) 2002,2,MEN,2002-07-14,Tomás MRÁZEK,41,CZE,20
33208,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,7,MEN,2002-06-29,Tomás MRÁZEK,41,CZE,20
33209,UIAA Worldcup - Imst (AUT) 2002,2,MEN,2002-06-07,Tomás MRÁZEK,41,CZE,20
33210,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn,2,MEN,2002-05-19,Tomás MRÁZEK,41,CZE,20
33211,UIAA Worldcup - Bolzano (ITA) 2002,3,MEN,2002-04-28,Tomás MRÁZEK,41,CZE,20
33212,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002,2,MEN,2002-04-20,Tomás MRÁZEK,41,CZE,20
33213,UIAA Worldcup - Kranj (SLO) 2001,1,MEN,2001-11-18,Tomás MRÁZEK,41,CZE,19
33214,UIAA Worldcup - Aprica (ITA) 2001,1,MEN,2001-10-19,Tomás MRÁZEK,41,CZE,19
33215,European Youth Cup - Aprica (ITA) 2001,1,JUNIORS MALE,2001-10-13,Tomás MRÁZEK,41,CZE,19
33216,UIAA Worldcup - Lecco (ITA) 2001,13,MEN,2001-09-22,Tomás MRÁZEK,41,CZE,19
33217,Int. Event - Rock Master Arco (ITA) 2001,1,MEN,2001-09-16,Tomás MRÁZEK,41,CZE,19
33218,UIAA World Championship - Winterthur (SUI) 2001,2,MEN,2001-09-08,Tomás MRÁZEK,41,CZE,19
33219,UIAA Worldcup - Chamonix (FRA) 2001,15,MEN,2001-07-15,Tomás MRÁZEK,41,CZE,19
33220,European Youth Cup - Arco (ITA) 2001,1,JUNIORS MALE,2001-06-30,Tomás MRÁZEK,41,CZE,19
33221,UIAA Youth World Championship - Imst(AUT) 2001,1,JUNIORS MALE,2001-06-24,Tomás MRÁZEK,41,CZE,19
33222,European Youth Cup - Imst (AUT) 2001,3,JUNIORS MALE,2001-06-16,Tomás MRÁZEK,41,CZE,19
33223,European Youth Cup - Trieste (ITA) 2001,1,JUNIORS MALE,2001-04-07,Tomás MRÁZEK,41,CZE,19
33224,European Youth Cup - Kranj (SLO) 2000,1,JUNIORS MALE,2000-12-02,Tomás MRÁZEK,41,CZE,18
33225,UIAA Worldcup - Kranj (SLO) 2000,9,MEN,2000-11-17,Tomás MRÁZEK,41,CZE,18
33226,UIAA Worldcup - Nantes (FRA) 2000,25,MEN,2000-11-02,Tomás MRÁZEK,41,CZE,18
33227,European Youth Cup - L'Aprica (ITA) 2000,1,JUNIORS MALE,2000-10-28,Tomás MRÁZEK,41,CZE,18
33228,UIAA European Championship - München (GER) 2000,39,MEN,2000-10-07,Tomás MRÁZEK,41,CZE,18
33229,UIAA Worldcup - Courmayeur (ITA) 2000,26,MEN,2000-09-29,Tomás MRÁZEK,41,CZE,18
33230,UIAA Worldcup - Lecco (ITA) 2000,33,MEN,2000-09-23,Tomás MRÁZEK,41,CZE,18
33231,UIAA World Youth Championship - Amsterdam (NED) 2000,14,JUNIORS MALE,2000-09-01,Tomás MRÁZEK,41,CZE,18
33232,UIAA Worldcup - Chamonix (FRA) 2000,29,MEN,2000-07-12,Tomás MRÁZEK,41,CZE,18
33233,European Youth Cup - Imst (AUT) 2000,6,JUNIORS MALE,2000-06-03,Tomás MRÁZEK,41,CZE,18
33234,EuropeanYouth Cup - Amsterdam (NED) 1999,9,YOUTH A MALE,1999-11-27,Tomás MRÁZEK,41,CZE,17
33235,IFSC European Cup Žilina 2023,29,MEN,2023-07-22,Tomáš BUČEK,22,SVK,22
33236,"IFSC Europe - Continental Cup (L,S) - Žilina (SVK) 2022",47,MEN,2022-07-17,Tomáš BUČEK,22,SVK,21
33237,"FISU University Championships (B,S,L) - Innsbruck (AUT) 2022",29,MEN,2022-06-17,Tomáš BUČEK,22,SVK,21
33238,European Youth Cup (L) - Munich (GER) 2018,29,JUNIORS MALE,2018-07-08,Tomáš LUKÁŠEK,23,CZE,18
33239,European Youth Cup (L) - Bruneck (ITA) 2018,22,JUNIORS MALE,2018-06-17,Tomáš LUKÁŠEK,23,CZE,18
33240,"European Youth Championship (L, S) - Imst 2018",30,JUNIORS MALE,2018-05-27,Tomáš LUKÁŠEK,23,CZE,18
33241,IFSC Youth World Championships - Innsbruck (AUT) - 2017,99,YOUTH A MALE,2017-09-10,Tomáš LUKÁŠEK,23,CZE,17
33242,European Youth Cup (L) - Mitterdorf (AUT) 2017,42,YOUTH A MALE,2017-08-13,Tomáš LUKÁŠEK,23,CZE,17
33243,European Youth Cup (L) - Dornbirn (AUT) 2017,44,YOUTH A MALE,2017-06-11,Tomáš LUKÁŠEK,23,CZE,17
33244,European Youth Cup (L) - Imst (AUT) 2017,51,YOUTH A MALE,2017-05-28,Tomáš LUKÁŠEK,23,CZE,17
33245,European Youth Cup (L) - Bruneck (ITA) 2018,35,YOUTH A MALE,2018-06-17,Ton CASAS MUR,20,ESP,15
33246,European Youth Cup (L) - Mitterdorf (AUT) 2017,28,YOUTH B MALE,2017-08-13,Ton CASAS MUR,20,ESP,14
33247,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2022",48,YOUTH B FEMALE,2022-05-29,Tonje PLEYM,16,NOR,15
33248,"Asian Continental Championship - Leye, Guangxi (CHN) 2012",20,MEN,2012-04-28,Tonny MAMIRI,31,INA,20
33249,"Oceania Continental Championships &amp; Oceania Youth Championships (L,S,B) - Noumea (FRA) 2017",11,MEN,2017-10-15,Torsten JOHNSSON,22,AUS,16
33250,"Oceania Continental Championships &amp; Oceania Youth Championships (L,S,B) - Noumea (FRA) 2017",10,YOUTH A MALE,2017-10-15,Torsten JOHNSSON,22,AUS,16
33251,Asian Youth Championship - Surabaya (INA) 2013,3,JUNIORS MALE,2013-12-14,Toru KOFUKUDA,28,JPN,18
33252,"PanAmerican Youth Championship (L, S, B) - Montreal (CAN) 2017",18,JUNIORS MALE,2017-11-05,Tosh SHERKAT,24,CAN,18
33253,IFSC Youth World Championships - Innsbruck (AUT) - 2017,55,JUNIORS MALE,2017-09-10,Tosh SHERKAT,24,CAN,18
33254,IFSC World Youth Championships - Guangzhou (CHN) - 2016,48,JUNIORS MALE,2016-11-13,Tosh SHERKAT,24,CAN,17
33255,IFSC Climbing World Championships - Paris (FRA) 2016,87,MEN,2016-09-18,Tosh SHERKAT,24,CAN,17
33256,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4,MEN RP2,2022-05-26,Trevor SMITH,22,USA,21
33257,IFSC Paraclimbing World Championships - Briançon (FRA) 2019,4,MEN AU2,2019-07-17,Trevor SMITH,22,USA,18
33258,IFSC Paraclimbing World Championships - Innsbruck (AUT) 2018,2,MEN AU2,2018-09-16,Trevor SMITH,22,USA,17
33259,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",36,WOMEN,2022-09-26,Triara PUTRI RAUDHAH,18,INA,17
33260,"Oceania Continental Championships &amp; Oceania Youth Championships (L,S,B) - Noumea (FRA) 2017",14,YOUTH A MALE,2017-10-15,Tridon LEWIS,23,NZL,17
33261,"European Youth Championship (L,S) - Edinburgh 2014",30,YOUTH B FEMALE,2014-06-15,Trine KJELDSEN,23,DEN,14
33262,European Youth Cup (L) - Imst (AUT) 2014,48,YOUTH B FEMALE,2014-06-01,Trine KJELDSEN,23,DEN,14
33263,"IFSC Europe - Continental Cup (L,S) - Žilina (SVK) 2022",59,MEN,2022-07-17,Tristan SÝKORA,17,SVK,16
33264,"IFSC Europe - Continental Youth Championship (L,S) - Augsburg (GER) 2022",27,YOUTH A MALE,2022-07-10,Tristan SÝKORA,17,SVK,16
33265,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI) 2022,19,YOUTH A MALE,2022-06-26,Tristan SÝKORA,17,SVK,16
33266,"IFSC - Climbing Youth World Championships (B,L,S) - Voronezh (RUS) 2021",24,YOUTH B MALE,2021-08-31,Tristan SÝKORA,17,SVK,15
33267,"IFSC Europe - Continental Youth Cup (L,S) - Zilina (SVK) 2021",8,YOUTH B MALE,2021-07-31,Tristan SÝKORA,17,SVK,15
33268,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI),5,YOUTH B MALE,2021-06-20,Tristan SÝKORA,17,SVK,15
33269,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021",14,YOUTH B MALE,2021-06-13,Tristan SÝKORA,17,SVK,15
33270,"IFSC Europe - Continental Youth Championships (B,S,L) - Perm (RUS)",14,YOUTH B MALE,2021-05-05,Tristan SÝKORA,17,SVK,15
33271,IFSC Europe - Continental Youth Cup (L) - Augsburg (GER) 2020,10,YOUTH B MALE,2020-09-18,Tristan SÝKORA,17,SVK,14
33272,"IFSC World Youth Championship - Noumea, New Caledonia (FRA) - 2014",31,JUNIORS MALE,2014-09-23,Tristen GOSSELIN,27,CAN,18
33273,IFSC World Youth Championship - Central Saanich (CAN) - 2013,46,YOUTH A MALE,2013-08-19,Tristen GOSSELIN,27,CAN,17
33274,"PanAmerican Youth Championship (L,S, B) - Santiago (CHI) 2012",19,YOUTH A MALE,2012-11-25,Tristen GOSSELIN,27,CAN,16
33275,IFSC European Cup Bologna 2023,33,MEN,2023-09-03,Trym Skuggen LANDMARK,18,NOR,18
33276,IFSC Youth World Championships Seoul 2023,32,JUNIORS MALE,2023-08-27,Trym Skuggen LANDMARK,18,NOR,18
33277,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2023",12,JUNIORS MALE,2023-07-02,Trym Skuggen LANDMARK,18,NOR,18
33278,IFSC Europe - Continental Youth Cup (L) - St. Pierre en Faucigny (FRA) 2023,12,JUNIORS MALE,2023-06-25,Trym Skuggen LANDMARK,18,NOR,18
33279,IFSC Europe - Continental Youth Cup (L) - Niederwangen (SUI) 2023,6,JUNIORS MALE,2023-06-18,Trym Skuggen LANDMARK,18,NOR,18
33280,"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022",22,YOUTH A MALE,2022-09-01,Trym Skuggen LANDMARK,18,NOR,17
33281,"IFSC Europe - Continental Youth Championship (L,S) - Augsburg (GER) 2022",25,YOUTH A MALE,2022-07-10,Trym Skuggen LANDMARK,18,NOR,17
33282,IFSC Europe - Continental Youth Cup (L) - Dornbirn (AUT) 2022,8,YOUTH A MALE,2022-07-03,Trym Skuggen LANDMARK,18,NOR,17
33283,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2022",21,YOUTH A MALE,2022-05-29,Trym Skuggen LANDMARK,18,NOR,17
33284,"IFSC Europe - Continental Youth Cup (L,S) - Zilina (SVK) 2021",16,YOUTH A MALE,2021-07-31,Trym Skuggen LANDMARK,18,NOR,16
33285,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021",41,YOUTH A MALE,2021-06-13,Trym Skuggen LANDMARK,18,NOR,16
33286,"European Youth Cup (S,L) - Imst (AUT) 2019",61,YOUTH B MALE,2019-08-04,Trym Skuggen LANDMARK,18,NOR,14
33287,IFSC World Cup Innsbruck 2023,81,WOMEN,2023-06-18,Tseng-shun WONG,22,HKG,22
33288,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",72,WOMEN,2022-07-02,Tseng-shun WONG,22,HKG,21
33289,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",82,WOMEN,2022-06-26,Tseng-shun WONG,22,HKG,21
33290,IFSC Youth World Championships - Arco (ITA) 2019,38,JUNIORS FEMALE,2019-08-31,Tseng-shun WONG,22,HKG,18
33291,Asian Youth Championships - Chongqing (CHN) 2018,17,YOUTH A FEMALE,2018-11-04,Tseng-shun WONG,22,HKG,17
33292,Asian Youth Championship - Tehran (IRI) 2016,11,YOUTH B FEMALE,2016-09-30,Tseng-shun WONG,22,HKG,15
33293,Asian Youth Championship - Putrajaya (MAS) 2015,14,YOUTH B FEMALE,2015-12-06,Tseng-shun WONG,22,HKG,14
33294,Asian Continental Championship - Duyun (CHN) 2016,34,MEN,2016-08-06,Tsogtbayar ULZIIDELGER,28,MGL,21
33295,IFSC Climbing World Youth Championship - Sydney (AUS) 2008,5,JUNIORS MALE,2008-08-31,Tsukuru HORI,34,JPN,19
33296,IFSC Asian Championships (B+L+S) - Guangzhou (CHN) 2008,8,MEN,2008-05-25,Tsukuru HORI,34,JPN,19
33297,IFSC Climbing Worldcup (L) - Kazo (JPN) 2007,11,MEN,2007-10-14,Tsukuru HORI,34,JPN,18
33298,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,19,MEN,2007-09-23,Tsukuru HORI,34,JPN,18
33299,IFSC Climbing World Youth Championship - Ibarra (ECU) 2007,3,JUNIORS MALE,2007-08-26,Tsukuru HORI,34,JPN,18
33300,UIAA Climbing Worldcup (L+S) - Shanghai (CHN) 2006,13,MEN,2006-10-03,Tsukuru HORI,34,JPN,17
33301,UIAA World Youth Championship - Imst (AUT) 2006,15,YOUTH A MALE,2006-08-27,Tsukuru HORI,34,JPN,17
33302,Asian Youth Championships,5,YOUTH A MALE,2005-12-04,Tsukuru HORI,34,JPN,16
33303,UIAA World Youth Championship - Bejing (CHN) 2005,13,YOUTH A MALE,2005-08-25,Tsukuru HORI,34,JPN,16
33304,Asian Championships - Kurayoshi (JPN) 2018,23,MEN,2018-11-11,Tsun-ting IP,26,HKG,21
33305,China Open Qualification - Guangzhou (CHN) 2017,19,MEN,2017-11-17,Tsun-ting IP,26,HKG,20
33306,Asia Cup - Wanxianshan (CHN) 2017,20,MEN,2017-10-29,Tsun-ting IP,26,HKG,20
33307,Asian Continental Championships - Tehran (IRI) 2017,33,MEN,2017-09-21,Tsun-ting IP,26,HKG,20
33308,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",78,MEN,2017-08-26,Tsun-ting IP,26,HKG,20
33309,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",77,MEN,2017-07-08,Tsun-ting IP,26,HKG,20
33310,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",37,MEN,2016-10-23,Tsun-ting IP,26,HKG,19
33311,Asian Continental Championship - Duyun (CHN) 2016,33,MEN,2016-08-06,Tsun-ting IP,26,HKG,19
33312,Asian Youth Championship - Putrajaya (MAS) 2015,13,JUNIORS MALE,2015-12-06,Tsun-ting IP,26,HKG,18
33313,Asian Continental Championship - Ningbo (CHN) 2015,34,MEN,2015-11-24,Tsun-ting IP,26,HKG,18
33314,"IFSC Asia - Continental Youth Championships (B, S, L, B&amp;L) - Chongqing (CHN) 2023",10,YOUTH A FEMALE,2023-10-22,Tsz Kiu TSUI,17,HKG,17
33315,IFSC Youth World Championships Seoul 2023,47,YOUTH A FEMALE,2023-08-27,Tsz Kiu TSUI,17,HKG,17
33316,"IFSC Asia - Continental Championships (B, L, S, B&amp;L) - Republic of Korea 2022",27,WOMEN,2022-10-16,Tsz Kiu TSUI,17,HKG,16
33317,Asian Youth Championships - Singapore (SGP) 2017,25,YOUTH B MALE,2017-07-09,Tsz-kin LAI,20,HKG,14
33318,"IFSC Asia - Continental Youth Championships (B, S, L, B&amp;L) - Chongqing (CHN) 2023",13,JUNIORS MALE,2023-10-22,Tsz-kiu LAU,19,HKG,19
33319,IFSC Youth World Championships Seoul 2023,46,JUNIORS MALE,2023-08-27,Tsz-kiu LAU,19,HKG,19
33320,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,85,MEN,2022-07-23,Tsz-kiu LAU,19,HKG,18
33321,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",80,MEN,2022-07-10,Tsz-kiu LAU,19,HKG,18
33322,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",75,MEN,2022-07-02,Tsz-kiu LAU,19,HKG,18
33323,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",111,MEN,2022-06-26,Tsz-kiu LAU,19,HKG,18
33324,Asian Youth Championships - Chongqing (CHN) 2018,23,YOUTH B MALE,2018-11-04,Tsz-kiu LAU,19,HKG,14
33325,IFSC Youth World Championships - Arco (ITA) 2019,65,YOUTH A FEMALE,2019-08-31,Tua JACOBSSON,21,SWE,17
33326,European Youth Cup (L) - Munich (GER) 2018,41,YOUTH A FEMALE,2018-07-08,Tua JACOBSSON,21,SWE,16
33327,Asian Youth Championship - Hamedan (IRI) 2012,10,YOUTH A MALE,2012-07-13,Tuhin Vikas SATARKAR,27,IND,16
33328,Asian Youth Championship - Singapore (SGP) 2011,14,YOUTH A MALE,2011-07-30,Tuhin Vikas SATARKAR,27,IND,15
33329,IFSC World Championships Bern 2023,123,MEN,2023-08-12,Tulio OBREGON,20,ECU,20
33330,"PanAmerican Youth Championships (L, S, B) - Ibarra (ECU) 2019",3,YOUTH A MALE,2019-12-08,Tulio OBREGON,20,ECU,16
33331,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",103,MEN,2022-06-26,Tuukka SIMONEN,20,FIN,19
33332,IFSC Youth World Championships Seoul 2023,43,YOUTH B FEMALE,2023-08-27,Tuulaikhuu TUR-AMGALAN,14,MGL,14
33333,"IFSC Europe - Continental Youth Championship (L,S) - Augsburg (GER) 2022",35,YOUTH B MALE,2022-07-10,Tybalt PRINZ,16,LUX,15
33334,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI) 2022,29,YOUTH B MALE,2022-06-26,Tybalt PRINZ,16,LUX,15
33335,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2022",30,YOUTH B MALE,2022-05-29,Tybalt PRINZ,16,LUX,15
33336,"IFSC Europe - Continental Youth Cup (L,S) - Puurs (BEL) 2021",16,YOUTH B MALE,2021-07-04,Tybalt PRINZ,16,LUX,14
33337,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021",40,YOUTH B MALE,2021-06-13,Tybalt PRINZ,16,LUX,14
33338,European Youth Cup - Geneva (SUI) 2005,16,YOUTH B MALE,2005-10-08,Tyler LANDMAN,33,GBR,15
33339,UIAA World Youth Championship - Bejing (CHN) 2005,5,YOUTH B MALE,2005-08-25,Tyler LANDMAN,33,GBR,15
33340,European Youth Cup - Imst (AUT) 2005,15,YOUTH B MALE,2005-05-21,Tyler LANDMAN,33,GBR,15
33341,European Youth Cup - Kranj (SLO) 2004,22,YOUTH B MALE,2004-11-27,Tyler LANDMAN,33,GBR,14
33342,UIAA World Youth Championship - Edinburgh (GBR) 2004,6,YOUTH B MALE,2004-09-12,Tyler LANDMAN,33,GBR,14
33343,IFSC Europe - Youth Championship - Helsinki (FIN) 2023,13,YOUTH B MALE,2023-09-16,Tymon OSTAFINSKI,15,POL,15
33344,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2023",34,YOUTH B MALE,2023-07-02,Tymon OSTAFINSKI,15,POL,15
33345,"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022",20,YOUTH B MALE,2022-09-01,Tymur DIATLOV,16,UKR,15
33346,"IFSC Europe - Continental Youth Championship (L,S) - Augsburg (GER) 2022",17,YOUTH B MALE,2022-07-10,Tymur DIATLOV,16,UKR,15
33347,"IFSC - Climbing Youth World Championships (B,L,S) - Voronezh (RUS) 2021",27,YOUTH B MALE,2021-08-31,Tymur DIATLOV,16,UKR,14
33348,IFSC Europe - Continental Youth Cup (L) - Veliko Tarnovo (BUL) 2021,8,YOUTH B MALE,2021-07-25,Tymur DIATLOV,16,UKR,14
33349,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021",36,YOUTH B MALE,2021-06-13,Tymur DIATLOV,16,UKR,14
33350,IFSC World Youth Championships - Guangzhou (CHN) - 2016,30,YOUTH B MALE,2016-11-13,Tyson MARTINO,22,CAN,15
33351,"IFSC Asia - Continental Championships (B, L, S, B&amp;L) - Republic of Korea 2022",27,MEN,2022-10-16,Tzu-yu CHOU,20,TPE,19
33352,"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022",32,JUNIORS MALE,2022-09-01,Tzu-yu CHOU,20,TPE,19
33353,Asian Youth Championships - Bengaluru (IND) 2019,13,YOUTH A MALE,2019-12-15,Tzu-yu CHOU,20,TPE,16
33354,Asian Youth Championships - Chongqing (CHN) 2018,19,YOUTH B MALE,2018-11-04,Tzu-yu CHOU,20,TPE,15
33355,IFSC Paraclimbing World Championships Bern 2023,6,WOMEN AL2,2023-08-10,Tânia CHAVES,28,POR,28
33356,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,6,WOMEN AL2,2022-07-09,Tânia CHAVES,28,POR,27
33357,IFSC - Paraclimbing World Cup (L) - Innsbruck (AUT) 2022,6,WOMEN AL2,2022-06-22,Tânia CHAVES,28,POR,27
33358,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3,WOMEN AL2,2022-05-26,Tânia CHAVES,28,POR,27
33359,IFSC - Paraclimbing World Championships (L) - Moscow 2021,7,WOMEN RP3,2021-09-17,Tânia CHAVES,28,POR,26
33360,IFSC - Paraclimbing World Cup (L) - Briançon (FRA) 2021,6,WOMEN RP3,2021-07-15,Tânia CHAVES,28,POR,26
33361,IFSC - Paraclimbing World Cup (L) - Innsbruck (AUT) 2021,9,WOMEN RP3,2021-06-24,Tânia CHAVES,28,POR,26
33362,IFSC Paraclimbing World Championships - Briançon (FRA) 2019,5,WOMEN AL-2,2019-07-17,Tânia CHAVES,28,POR,24
33363,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",93,MEN,2018-07-28,Ugur ILERIGELEN,30,TUR,25
33364,IFSC Climbing World Championships - Arco (ITA) 2011,93,MEN,2011-07-24,Ugur YILMAZ,48,TUR,36
33365,European Championship - Imst/Innsbruck (AUT) 2010,59,MEN,2010-09-18,Ugur YILMAZ,48,TUR,35
